"","ExperimentName","Subject","Session","Clock.Information","DataFile.Basename","Display.RefreshRate","ExperimentVersion","Group","RandomSeed","RuntimeCapabilities","RuntimeVersion","RuntimeVersionExpected","SessionDate","SessionStartDateTimeUtc","SessionTime","StudioVersion","Block","AccErrorTotal","MathCorrect","MathDuration","MathErrorTotal","mathtime.Block.","OSPAN","OSPAN.Cycle","OSPAN.Sample","OspanAbsoluteScore","OspanPartialScore","OspanPartialScoreBlock1","OspanPartialScoreBlock2","OspanPartialScoreBlock3","OspanScore","OspanTotal","Procedure.Block.","Running.Block.","SpeedErrorTotal","Trial","answer","BlockList1","BlockList1.Cycle","BlockList1.Sample","BlockList2","BlockList2.Cycle","BlockList2.Sample","BlockList3","BlockList3.Cycle","BlockList3.Sample","CorrectAnswer.Trial.","CorrectAnswerRecord.Trial.","correctResp","LetterPracticeList","LetterPracticeList.Cycle","LetterPracticeList.Sample","math.ACC","math.RT","MathPracticeList","MathPracticeList.Cycle","MathPracticeList.Sample","mathProblems","mathtime.Trial.","numberwrong","PracticeMode","PracticeOSPANlist","PracticeOSPANlist.Cycle","PracticeOSPANlist.Sample","problem","problem.RT","problems","Procedure.Trial.","ReadyForTrial.ACC","ReadyForTrial.RT","Running.Trial.","setlength","setsi","setsize1","setsize2","setsize3","setsz","sizeset","SpanScore.Trial.","SpanTotal.Trial.","SubTrial","CorrectAnswer.SubTrial.","correctAnswerPercentage","correctAnswerPercentage1","correctAnswerPercentage2","CorrectAnswerRecord.SubTrial.","difficulty","letters","lettershow","letterstimuli","MathCorr","operations","operations1","operations2","percrand","PracticeLetterList","practicelist","practicelist.Cycle","practicelist.Sample","practicerecall","practicerecall.Cycle","practicerecall.Sample","Procedure.SubTrial.","randomnumber","randomnumber1","randomnumber2","recalList","recalList.Cycle","recalList.Sample","recalList1","recalList1.Cycle","recalList1.Sample","recalList2","recalList2.Cycle","recalList2.Sample","ResponseRecord","Running.SubTrial.","secondOperation","secondOperation1","secondOperation2","showcorrect","SpanScore.SubTrial.","SpanTotal.SubTrial.","SpanTotalBlock1","SpanTotalBlock2","SpanTotalBlock3","stims","stims1","stims2","Tones","TrialList","TrialList.Cycle","TrialList.Sample","TrialList1","TrialList1.Cycle","TrialList1.Sample","TrialList2","TrialList2.Cycle","TrialList2.Sample","Subject.1","Response.Type","Strategy.RESP"
"6301","Tone Span Fall2017_itemScoring",550,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-30T17:50:25Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2727578</Frequency><Timestamp dt:dt=""r8"">952227476140</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-30T17:50:25Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-550-1",60.027,"1.0.0.172",1,-1254739638,"","2.0.10.242","2.0.10.242","10/30/17","10/30/17 17:50","12:50:25","2.0.10.147",4,3,77,NA,4,4465.402597,5,1,4,64,70,20,25,25,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LHMLH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10686,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,4,NA,NA,5,NA,"?","?",1,FALSE,7,NA,NA,"LHMLH",1,NA,NA,"L",FALSE,30,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",14,NA,NA,2,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"550","NO RESPONSE",""
"6391","Tone Span Fall2017_itemScoring",551,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-30T20:42:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2822998</Frequency><Timestamp dt:dt=""r8"">1014805409361</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-30T20:42:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-551-1",59.731,"1.0.0.174",1,1193680194,"Professional","2.0.10.353","2.0.10.353","10/30/17","10/30/17 20:42","15:42:24","2.0.10.248",4,1,80,NA,1,2935.4625,5,1,4,68,74,25,24,25,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LHMMHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14285,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,5,NA,NA,6,NA,"?","?",1,FALSE,6,NA,NA,"LHMMHL",1,NA,NA,"L",FALSE,28,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",4,NA,NA,2,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"551","EMAILED "," I believe in that task I assigned a letter to each tone and was able to keep track of the pattern in my head. Audiating the pitches while repeating the pattern was also very helpful."
"6481","Tone Span Fall2017_itemScoring",552,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-30T20:45:36Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2823017</Frequency><Timestamp dt:dt=""r8"">3251869030</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-30T20:45:36Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-552-1",59.731,"1.0.0.166",1,-1042547121,"Professional","2.0.10.353","2.0.10.353","10/30/17","10/30/17 20:45","15:45:36","2.0.10.248",4,1,78,NA,2,2083.371795,5,1,4,61,71,25,24,22,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LMH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4693,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,2,NA,NA,3,NA,"?","?",1,FALSE,6,NA,NA,"LMH",1,NA,NA,"L",FALSE,9,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",14,NA,NA,2,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"552","NO RESPONSE",""
"6571","Tone Span Fall2017_itemScoring",553,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-31T17:05:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2822958</Frequency><Timestamp dt:dt=""r8"">2146902464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-31T17:05:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-553-1",59.73,"1.0.0.166",1,2147086350,"Professional","2.0.10.353","2.0.10.353","10/31/17","10/31/17 17:05","12:05:30","2.0.10.248",4,1,76,NA,3,3477.657895,5,1,4,34,55,17,18,20,NA,NA,"SessionProc","OSPAN",2,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MHLHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6439,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,4,NA,NA,5,NA,"?","?",1,TRUE,4,NA,NA,"MHLHL",1,NA,NA,"M",TRUE,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",14,NA,NA,1,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"553","NO RESPONSE",""
"6661","Tone Span Fall2017_itemScoring",554,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-31T17:04:22Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2727578</Frequency><Timestamp dt:dt=""r8"">1877651555</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-31T17:04:22Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-554-1",60.029,"1.0.0.172",1,1878003403,"","2.0.10.242","2.0.10.242","10/31/17","10/31/17 17:04","12:04:22","2.0.10.147",4,0,81,NA,0,3398.222222,5,1,4,56,64,19,20,25,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LMHH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8073,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,3,NA,NA,4,NA,"?","?",1,FALSE,8,NA,NA,"LMHH",1,NA,NA,"L",FALSE,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",5,NA,NA,2,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"554","NO RESPONSE",""
"6751","Tone Span Fall2017_itemScoring",555,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-31T17:06:22Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2822978</Frequency><Timestamp dt:dt=""r8"">2324751804</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-31T17:06:22Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-555-1",59.73,"1.0.0.174",1,-1969869955,"Professional","2.0.10.353","2.0.10.353","10/31/17","10/31/17 17:06","12:06:22","2.0.10.248",4,4,77,NA,4,2317.883117,5,1,4,33,59,19,21,19,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LMHLMH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6162,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,5,NA,NA,6,NA,"?","?",1,TRUE,4,NA,NA,"LMHLMH",1,NA,NA,"L",TRUE,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",1,NA,NA,1,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"555","EMAILED "," I remember using my fingers to represent low middle and high tones and then created a pattern by tapping the corresponding finger to the note it represented when I heard the tones being played. While I had that pattern I solved the math problems like normal in the midst of it"
"6841","Tone Span Fall2017_itemScoring",556,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-11-02T19:12:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2823037</Frequency><Timestamp dt:dt=""r8"">2621848376</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-11-02T19:12:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-556-1",59.731,"1.0.0.166",1,-1672935080,"Professional","2.0.10.353","2.0.10.353","11/2/17","11/2/17 19:12","14:12:02","2.0.10.248",4,7,69,NA,10,4216.376812,5,1,4,15,43,11,13,19,NA,NA,"SessionProc","OSPAN",3,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MHLM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8009,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,3,NA,NA,4,NA,"?","?",1,TRUE,3,NA,NA,"MHLM",2,NA,NA,"M",TRUE,38,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",5,NA,NA,1,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"556","NO RESPONSE",""
"6931","Tone Span Fall2017_itemScoring",700,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-09-28T19:26:26Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117851</Frequency><Timestamp dt:dt=""r8"">1945570082094</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-09-28T19:26:26Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-700-1",59.932,"1.0.0.166",1,-49477408,"Professional","2.0.10.356","2.0.10.353","9/28/17","9/28/17 19:26","14:26:26","2.0.10.248",4,3,77,NA,4,2555.051948,5,1,4,50,65,20,25,20,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MLHLHM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6869,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,5,NA,NA,6,NA,"?","?",1,TRUE,1,NA,NA,"MLHLHM",1,NA,NA,"M",TRUE,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",12,NA,NA,1,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"700","NO RESPONSE",""
"7021","Tone Span Fall2017_itemScoring",701,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T17:44:35Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117812</Frequency><Timestamp dt:dt=""r8"">795481603892</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T17:44:35Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-701-1",59.932,"1.0.0.166",1,913266917,"Professional","2.0.10.356","2.0.10.353","10/2/17","10/2/17 17:44","12:44:35","2.0.10.248",4,3,76,NA,5,3823.960526,5,1,4,50,66,22,19,25,NA,NA,"SessionProc","OSPAN",2,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LMHMHLH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7454,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,6,NA,NA,7,NA,"?","?",1,TRUE,4,NA,NA,"LMHMHLH",2,NA,NA,"L",TRUE,38,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",3,NA,NA,1,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"701","NO RESPONSE",""
"7111","Tone Span Fall2017_itemScoring",702,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-03T18:41:40Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117812</Frequency><Timestamp dt:dt=""r8"">1075498111604</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-03T18:41:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-702-1",59.931,"1.0.0.166",1,1756881307,"Professional","2.0.10.356","2.0.10.353","10/3/17","10/3/17 18:41","13:41:40","2.0.10.248",4,5,74,NA,5,2941.324324,5,1,4,56,66,22,22,22,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MLHML",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8428,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,4,NA,NA,5,NA,"?","?",1,FALSE,6,NA,NA,"MLHML",1,NA,NA,"M",FALSE,33,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",6,NA,NA,2,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"702","NO RESPONSE",""
"7201","Tone Span Fall2017_itemScoring",703,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-05T21:40:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117861</Frequency><Timestamp dt:dt=""r8"">546951464796</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-05T21:40:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-703-1",59.932,"1.0.0.166",1,1491226435,"Professional","2.0.10.356","2.0.10.353","10/5/17","10/5/17 21:40","16:40:38","2.0.10.248",4,7,70,NA,10,2145.514286,5,1,4,61,69,22,22,25,NA,NA,"SessionProc","OSPAN",3,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HMLMH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4166,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,4,NA,NA,5,NA,"?","?",1,FALSE,7,NA,NA,"HMLMH",1,NA,NA,"H",FALSE,29,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",18,NA,NA,2,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"703","NO RESPONSE",""
"7291","Tone Span Fall2017_itemScoring",704,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-09T17:43:08Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117861</Frequency><Timestamp dt:dt=""r8"">1579843024625</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-09T17:43:08Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-704-1",59.932,"1.0.0.166",1,-704347665,"Professional","2.0.10.356","2.0.10.353","10/9/17","10/9/17 17:43","12:43:09","2.0.10.248",4,5,76,NA,5,6172.276316,5,1,4,46,63,19,25,19,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HMLL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15168,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,3,NA,NA,4,NA,"?","?",1,FALSE,9,NA,NA,"HMLL",1,NA,NA,"H",FALSE,28,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",15,NA,NA,2,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"704","NO RESPONSE",""
"7381","Tone Span Fall2017_itemScoring",705,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-09T17:46:58Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117822</Frequency><Timestamp dt:dt=""r8"">6838263156825</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-09T17:46:58Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-705-1",59.932,"1.0.0.166",1,675422506,"Professional","2.0.10.356","2.0.10.353","10/9/17","10/9/17 17:46","12:46:59","2.0.10.248",4,7,71,NA,10,3212.183099,5,1,4,39,53,17,16,20,NA,NA,"SessionProc","OSPAN",3,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HLMMH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7978,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,4,NA,NA,5,NA,"?","?",1,FALSE,9,NA,NA,"HLMMH",2,NA,NA,"H",FALSE,48,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",13,NA,NA,2,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"705","NO RESPONSE",""
"7471","Tone Span Fall2017_itemScoring",706,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-10T18:38:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117861</Frequency><Timestamp dt:dt=""r8"">1859582304373</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-10T18:38:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-706-1",59.933,"1.0.0.166",1,-137924723,"Professional","2.0.10.356","2.0.10.353","10/10/17","10/10/17 18:38","13:38:46","2.0.10.248",4,4,72,NA,5,2633.486111,5,1,4,51,63,17,22,24,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LMHMLH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4700,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,5,NA,NA,6,NA,"?","?",1,TRUE,1,NA,NA,"LMHMLH",1,NA,NA,"L",TRUE,13,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",5,NA,NA,1,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"706","NO RESPONSE",""
"7561","Tone Span Fall2017_itemScoring",707,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-10T18:39:58Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117822</Frequency><Timestamp dt:dt=""r8"">7117509109869</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-10T18:39:58Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-707-1",59.932,"1.0.0.166",1,748910787,"Professional","2.0.10.356","2.0.10.353","10/10/17","10/10/17 18:39","13:39:58","2.0.10.248",4,2,77,NA,3,3239.87013,5,1,4,45,62,18,21,23,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MHLHMLL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6688,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,6,NA,NA,7,NA,"?","?",1,TRUE,4,NA,NA,"MHLHMLL",1,NA,NA,"M",TRUE,24,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",5,NA,NA,1,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"707","NO RESPONSE",""
